corpus_id,domain,subdomain,corpus_or_collection,current_primary_route,gita_press_partnership_role,confidence,direct_catalog_match_count,matched_product_codes_sample,matched_product_titles_sample,candidate_catalog_categories,potential_plan_change_if_signed,what_gita_press_can_supply,what_it_does_not_replace,fallback_if_partnership_fails,official_evidence_url,assessment_notes
COR-0230,04 Agama Tantra and Temple,Nondual Shaiva and related,Malinivijayottara Tantra,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0231,04 Agama Tantra and Temple,Nondual Shaiva and related,Svacchanda Tantra,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0232,04 Agama Tantra and Temple,Nondual Shaiva and related,Netra Tantra,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0233,04 Agama Tantra and Temple,Nondual Shaiva and related,Vijnanabhairava,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0234,04 Agama Tantra and Temple,Nondual Shaiva and related,Tantraloka,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0235,04 Agama Tantra and Temple,Nondual Shaiva and related,Tantrasara,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0236,04 Agama Tantra and Temple,Nondual Shaiva and related,Paratrishika and Vivarana,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0237,04 Agama Tantra and Temple,Nondual Shaiva and related,Spanda Karika and commentaries,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0238,04 Agama Tantra and Temple,Nondual Shaiva and related,Shiva Sutra and commentaries,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0239,04 Agama Tantra and Temple,Nondual Shaiva and related,Pratyabhijna corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0240,04 Agama Tantra and Temple,Nondual Shaiva and related,Natha textual corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0241,04 Agama Tantra and Temple,Nondual Shaiva and related,Virashaiva/Lingayat Agama and Shunya Sampadane corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0242,04 Agama Tantra and Temple,Temple technology,Shilpa Shastra corpus,USER_NEGOTIATE_INSTITUTION,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Acquire from publishers and temple authorities; permissions for operational manuals,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0243,04 Agama Tantra and Temple,Temple technology,Vastu Shastra corpus,USER_NEGOTIATE_INSTITUTION,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Acquire from publishers and temple authorities; permissions for operational manuals,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0244,04 Agama Tantra and Temple,Temple technology,Iconometry and iconography manuals,USER_NEGOTIATE_INSTITUTION,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Acquire from publishers and temple authorities; permissions for operational manuals,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0245,04 Agama Tantra and Temple,Temple technology,Temple construction and consecration manuals,USER_NEGOTIATE_INSTITUTION,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Acquire from publishers and temple authorities; permissions for operational manuals,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0246,04 Agama Tantra and Temple,Temple technology,"Archana, nityapuja and utsava paddhatis",USER_NEGOTIATE_INSTITUTION,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Acquire from publishers and temple authorities; permissions for operational manuals,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0247,04 Agama Tantra and Temple,Temple technology,"Temple-specific service registers, festival calendars and procedure manuals",USER_NEGOTIATE_INSTITUTION,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Acquire from publishers and temple authorities; permissions for operational manuals,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0248,05 Darshana Theology Commentary,Six darshanas,"Nyaya Sutra with principal bhashyas, varttikas and later Navya-Nyaya corpus",AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0249,05 Darshana Theology Commentary,Six darshanas,Vaisheshika Sutra with principal commentaries,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0250,05 Darshana Theology Commentary,Six darshanas,Samkhya Karika and Samkhya Sutra traditions,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0251,05 Darshana Theology Commentary,Six darshanas,Yoga Sutra with Vyasa Bhashya and major commentaries,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0252,05 Darshana Theology Commentary,Six darshanas,Purva Mimamsa Sutra with Shabara Bhashya,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0253,05 Darshana Theology Commentary,Six darshanas,Bhatta Mimamsa corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0254,05 Darshana Theology Commentary,Six darshanas,Prabhakara Mimamsa corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0255,05 Darshana Theology Commentary,Six darshanas,Brahma Sutra root text and complete commentary traditions,AGENT_DOWNLOAD_RIGHTS_REVIEW,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,1,65,Vedanta Darshan (Brahmasutra) | Shrimad Vedavyasapranitam Brahmasutra Text | Language: Hindi | Size: Medium | Code: 65,Puran Upanishad and Others,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0256,05 Darshana Theology Commentary,Vedanta schools,Advaita Vedanta canonical and post-Shankara corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Public-domain download plus publisher/mission permissions for protected editions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0257,05 Darshana Theology Commentary,Vedanta schools,Vishishtadvaita Vedanta canonical corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Public-domain download plus publisher/mission permissions for protected editions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0258,05 Darshana Theology Commentary,Vedanta schools,Dvaita Vedanta canonical corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Public-domain download plus publisher/mission permissions for protected editions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0259,05 Darshana Theology Commentary,Vedanta schools,Bhedabheda Vedanta corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Public-domain download plus publisher/mission permissions for protected editions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0260,05 Darshana Theology Commentary,Vedanta schools,Dvaitadvaita/Nimbarka corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Public-domain download plus publisher/mission permissions for protected editions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0261,05 Darshana Theology Commentary,Vedanta schools,Shuddhadvaita/Vallabha corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Public-domain download plus publisher/mission permissions for protected editions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0262,05 Darshana Theology Commentary,Vedanta schools,Achintya Bhedabheda/Gaudiya Vedanta corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Public-domain download plus publisher/mission permissions for protected editions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0263,05 Darshana Theology Commentary,Vedanta schools,Ramanandi Vedanta corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Public-domain download plus publisher/mission permissions for protected editions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0264,05 Darshana Theology Commentary,Vedanta schools,Swaminarayan/Akshara-Purushottama Vedanta corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Public-domain download plus publisher/mission permissions for protected editions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0265,05 Darshana Theology Commentary,Vedanta schools,"Modern Vedanta — Ramakrishna, Vivekananda and successors",AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Public-domain download plus publisher/mission permissions for protected editions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0266,05 Darshana Theology Commentary,Vedanta schools,Modern Integral Vedanta — Sri Aurobindo corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Public-domain download plus publisher/mission permissions for protected editions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0267,05 Darshana Theology Commentary,Shaiva Shakta and devotional theology,Shaiva Siddhanta philosophical corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0268,05 Darshana Theology Commentary,Shaiva Shakta and devotional theology,Kashmir Shaiva Pratyabhijna corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0269,05 Darshana Theology Commentary,Shaiva Shakta and devotional theology,Virashaiva/Lingayat philosophical corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0270,05 Darshana Theology Commentary,Shaiva Shakta and devotional theology,Shakta theology and goddess philosophy corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0271,05 Darshana Theology Commentary,Shaiva Shakta and devotional theology,Pashupata and Lakulisha corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
