gretil_item_id,language_section,category_path,catalogue_title,catalogue_context,downloadable_url_count,downloadable_urls,all_links,restricted_download_noted,converted_files_unavailable,expired_source_noted,agent_can_download_now,acquisition_route,public_use_status,next_action,catalogue_source_url
GRE-00399,Sanskrit,Sanskrit > Poetry > Alamkara,Rupa Gosvamin: Natakacandrika (input by Jan Brzezinski),Rupa Gosvamin: Natakacandrika (input by Jan Brzezinski) Download from Gaudiya Grantha Mandira TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt),3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_rUpagosvAmin-nATakacandrikA.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_rUpagosvAmin-nATakacandrikA.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_rUpagosvAmin-nATakacandrikA.txt,http://www.granthamandira.com/ | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_rUpagosvAmin-nATakacandrikA.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_rUpagosvAmin-nATakacandrikA.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_rUpagosvAmin-nATakacandrikA.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_rUpagosvAmin-nATakacandrikA.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_rUpagosvAmin-nATakacandrikA.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00400,Sanskrit,Sanskrit > Poetry > Alamkara,Rupa Gosvamin: Ujjvalanilamani (input by Jan Brzezinski),Rupa Gosvamin: Ujjvalanilamani (input by Jan Brzezinski) Download from Gaudiya Grantha Mandira TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt),3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_rUpagosvAmin-ujjvalanIlamaNi.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_rUpagosvAmin-ujjvalanIlamaNi.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_rUpagosvAmin-ujjvalanIlamaNi.txt,http://www.granthamandira.com/ | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_rUpagosvAmin-ujjvalanIlamaNi.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_rUpagosvAmin-ujjvalanIlamaNi.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_rUpagosvAmin-ujjvalanIlamaNi.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_rUpagosvAmin-ujjvalanIlamaNi.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_rUpagosvAmin-ujjvalanIlamaNi.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00401,Sanskrit,Sanskrit > Poetry > Alamkara,"Ruyyaka [Rajanaka]: Alamkarasarvasva, Sutras 1-34 (input by members of the Sansknet project)","Ruyyaka [Rajanaka]: Alamkarasarvasva, Sutras 1-34 (input by members of the Sansknet project) Download from Sansknet (expired) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt)",3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_ruyyaka-alaMkArasarvasva-1-34.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_ruyyaka-alaMkArasarvasva-1-34.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_ruyyaka-alaMkArasarvasva-1-34.txt,http://www.sansknet.ac.in | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_ruyyaka-alaMkArasarvasva-1-34.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_ruyyaka-alaMkArasarvasva-1-34.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_ruyyaka-alaMkArasarvasva-1-34.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_ruyyaka-alaMkArasarvasva-1-34.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_ruyyaka-alaMkArasarvasva-1-34.txt,False,False,True,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00402,Sanskrit,Sanskrit > Poetry > Alamkara,"Ruyyaka [Rajanaka]: Alamkarasarvasva, Sutras 1-34, with Jayaratha's Vimarsini (input by members of the Sansknet Project)","Ruyyaka [Rajanaka]: Alamkarasarvasva, Sutras 1-34, with Jayaratha's Vimarsini (input by members of the Sansknet Project) Download from Sansknet (expired) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt)",3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_ruyyaka-alaMkArasarvasva-1-34-comm.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_ruyyaka-alaMkArasarvasva-1-34-comm.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_ruyyaka-alaMkArasarvasva-1-34-comm.txt,http://www.sansknet.ac.in | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_ruyyaka-alaMkArasarvasva-1-34-comm.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_ruyyaka-alaMkArasarvasva-1-34-comm.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_ruyyaka-alaMkArasarvasva-1-34-comm.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_ruyyaka-alaMkArasarvasva-1-34-comm.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_ruyyaka-alaMkArasarvasva-1-34-comm.txt,False,False,True,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00403,Sanskrit,Sanskrit > Poetry > Alamkara,"Ruyyaka [Rajanaka]: Alamkarasarvasva, with Vidyacakravartin's Samjivani (input by members of the Sansknet Project)","Ruyyaka [Rajanaka]: Alamkarasarvasva, with Vidyacakravartin's Samjivani (input by members of the Sansknet Project) Download from Sansknet (expired) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt)",3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_ruyyaka-alaMkArasarvasva.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_ruyyaka-alaMkArasarvasva.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_ruyyaka-alaMkArasarvasva.txt,http://www.sansknet.ac.in | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_ruyyaka-alaMkArasarvasva.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_ruyyaka-alaMkArasarvasva.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_ruyyaka-alaMkArasarvasva.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_ruyyaka-alaMkArasarvasva.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_ruyyaka-alaMkArasarvasva.txt,False,False,True,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00404,Sanskrit,Sanskrit > Poetry > Alamkara,"Ruyyaka [Rajanaka]: Vyaktivivekavyakhya, 2nd vimarsa (input by Hugo David)","Ruyyaka [Rajanaka]: Vyaktivivekavyakhya, 2nd vimarsa (input by Hugo David) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt)",3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_ruyyaka-vyaktivivekavyAkhyA-2.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_ruyyaka-vyaktivivekavyAkhyA-2.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_ruyyaka-vyaktivivekavyAkhyA-2.txt,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_ruyyaka-vyaktivivekavyAkhyA-2.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_ruyyaka-vyaktivivekavyAkhyA-2.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_ruyyaka-vyaktivivekavyAkhyA-2.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_ruyyaka-vyaktivivekavyAkhyA-2.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_ruyyaka-vyaktivivekavyAkhyA-2.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00405,Sanskrit,Sanskrit > Poetry > Alamkara,Simhabhupala (attrib.): Rasarnavasudhakara (input by Jan Brzezinski),Simhabhupala (attrib.): Rasarnavasudhakara (input by Jan Brzezinski) Download from Gaudiya Grantha Mandira TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt),3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_siMhabhUpAla-rasArNavasudhAkara.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_siMhabhUpAla-rasArNavasudhAkara.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_siMhabhUpAla-rasArNavasudhAkara.txt,http://www.granthamandira.com/ | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_siMhabhUpAla-rasArNavasudhAkara.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_siMhabhUpAla-rasArNavasudhAkara.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_siMhabhUpAla-rasArNavasudhAkara.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_siMhabhUpAla-rasArNavasudhAkara.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_siMhabhUpAla-rasArNavasudhAkara.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00406,Sanskrit,Sanskrit > Poetry > Alamkara,"Udbhata: Kavyalamkarasarasamgraha, with Induraja's Laghuvrtti (input by members of the Sansknet project)","Udbhata: Kavyalamkarasarasamgraha, with Induraja's Laghuvrtti (input by members of the Sansknet project) Download from Sansknet (expired) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt)",3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_udbhaTa-kAvyAlaMkArasArasaMgraha.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_udbhaTa-kAvyAlaMkArasArasaMgraha.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_udbhaTa-kAvyAlaMkArasArasaMgraha.txt,http://www.sansknet.ac.in | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_udbhaTa-kAvyAlaMkArasArasaMgraha.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_udbhaTa-kAvyAlaMkArasArasaMgraha.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_udbhaTa-kAvyAlaMkArasArasaMgraha.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_udbhaTa-kAvyAlaMkArasArasaMgraha.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_udbhaTa-kAvyAlaMkArasArasaMgraha.txt,False,False,True,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00407,Sanskrit,Sanskrit > Poetry > Alamkara,Vamana: Kavyalamkara [sutras without comm.] (input by Masahiro Takano),Vamana: Kavyalamkara [sutras without comm.] (input by Masahiro Takano) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt),3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_vAmana-kAvyAlaMkArasUtra-alt.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_vAmana-kAvyAlaMkArasUtra-alt.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_vAmana-kAvyAlaMkArasUtra-alt.txt,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_vAmana-kAvyAlaMkArasUtra-alt.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_vAmana-kAvyAlaMkArasUtra-alt.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_vAmana-kAvyAlaMkArasUtra-alt.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_vAmana-kAvyAlaMkArasUtra-alt.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_vAmana-kAvyAlaMkArasUtra-alt.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00408,Sanskrit,Sanskrit > Poetry > Alamkara,"Vamana: Kavyalamkarasutra, with Vrtti (input by Masahiro Takano)","Vamana: Kavyalamkarasutra, with Vrtti (input by Masahiro Takano) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt)",3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_vAmana-kAvyAlaMkArasUtra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_vAmana-kAvyAlaMkArasUtra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_vAmana-kAvyAlaMkArasUtra.txt,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_vAmana-kAvyAlaMkArasUtra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_vAmana-kAvyAlaMkArasUtra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_vAmana-kAvyAlaMkArasUtra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_vAmana-kAvyAlaMkArasUtra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_vAmana-kAvyAlaMkArasUtra.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00409,Sanskrit,Sanskrit > Poetry > Alamkara,"Vidyanatha: Prataparudriya, or Prataparudrayasobhusana, with Kumarasvamin's Ratnapana commentary (input by members of the Sansknet Project)","Vidyanatha: Prataparudriya, or Prataparudrayasobhusana, with Kumarasvamin's Ratnapana commentary (input by members of the Sansknet Project) Download from Sansknet (expired) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt)",3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_vidyAnAtha-pratAparudrIya.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_vidyAnAtha-pratAparudrIya.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_vidyAnAtha-pratAparudrIya.txt,http://www.sansknet.ac.in | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_vidyAnAtha-pratAparudrIya.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_vidyAnAtha-pratAparudrIya.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_vidyAnAtha-pratAparudrIya.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_vidyAnAtha-pratAparudrIya.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_vidyAnAtha-pratAparudrIya.txt,False,False,True,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00410,Sanskrit,Sanskrit > Poetry > Alamkara,Visvanatha kaviraja: Sahityadarpana [mulakarikas only] (input by Jan Brzezinski),Visvanatha kaviraja: Sahityadarpana [mulakarikas only] (input by Jan Brzezinski) Download from Gaudiya Grantha Mandira TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt),3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_vizvanAthakavirAja-sAhityadarpaNa.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_vizvanAthakavirAja-sAhityadarpaNa.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_vizvanAthakavirAja-sAhityadarpaNa.txt,http://www.granthamandira.com/ | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_vizvanAthakavirAja-sAhityadarpaNa.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_vizvanAthakavirAja-sAhityadarpaNa.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_vizvanAthakavirAja-sAhityadarpaNa.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_vizvanAthakavirAja-sAhityadarpaNa.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_vizvanAthakavirAja-sAhityadarpaNa.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00411,Sanskrit,Sanskrit > Poetry > Alamkara,"Visvanatha kaviraja: Sahitydarpana, with Locana and Vijnapriya commentaries (input by members of the Sansknet project)","Visvanatha kaviraja: Sahitydarpana, with Locana and Vijnapriya commentaries (input by members of the Sansknet project) Download from Sansknet (expired) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt)",3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_vizvanAthakavirAja-sAhityadarpaNa-comm.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_vizvanAthakavirAja-sAhityadarpaNa-comm.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_vizvanAthakavirAja-sAhityadarpaNa-comm.txt,http://www.sansknet.ac.in | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_vizvanAthakavirAja-sAhityadarpaNa-comm.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_vizvanAthakavirAja-sAhityadarpaNa-comm.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_vizvanAthakavirAja-sAhityadarpaNa-comm.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_vizvanAthakavirAja-sAhityadarpaNa-comm.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_vizvanAthakavirAja-sAhityadarpaNa-comm.txt,False,False,True,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00412,Sanskrit,Sanskrit > Poetry > Alamkara,Visvesvara Kavicandra: Camatkaracandrika (input by members of the Sansknet project),Visvesvara Kavicandra: Camatkaracandrika (input by members of the Sansknet project) Download from Sansknet (expired) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt),3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_vizvezvarakavicandra-camatkAracandrikA.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_vizvezvarakavicandra-camatkAracandrikA.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_vizvezvarakavicandra-camatkAracandrikA.txt,http://www.sansknet.ac.in | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_vizvezvarakavicandra-camatkAracandrikA.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_vizvezvarakavicandra-camatkAracandrikA.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_vizvezvarakavicandra-camatkAracandrikA.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_vizvezvarakavicandra-camatkAracandrikA.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_vizvezvarakavicandra-camatkAracandrikA.txt,False,False,True,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00413,Sanskrit,Sanskrit > Poetry > Natya,"Bharata: Natyasastra (input by Padmakar Dadegaonkar, Sowmya Krishnapur, Haresh Bakshi)","Bharata: Natyasastra (input by Padmakar Dadegaonkar, Sowmya Krishnapur, Haresh Bakshi) Download from ""Sanskrit Documents"" TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt)",3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_bharata-nATyazAstra-1-1618-303335-37.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_bharata-nATyazAstra-1-1618-303335-37.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_bharata-nATyazAstra-1-1618-303335-37.txt,http://sanskritdocuments.org/ | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_bharata-nATyazAstra-1-1618-303335-37.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_bharata-nATyazAstra-1-1618-303335-37.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_bharata-nATyazAstra-1-1618-303335-37.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_bharata-nATyazAstra-1-1618-303335-37.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_bharata-nATyazAstra-1-1618-303335-37.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00414,Sanskrit,Sanskrit > Poetry > Natya,Dhananjaya [Dhanamjaya]: Dasarupaka (input by Masahiro Takano),Dhananjaya [Dhanamjaya]: Dasarupaka (input by Masahiro Takano) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt),3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_dhanaMjaya-dazarUpaka-1-4.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_dhanaMjaya-dazarUpaka-1-4.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_dhanaMjaya-dazarUpaka-1-4.txt,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_dhanaMjaya-dazarUpaka-1-4.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_dhanaMjaya-dazarUpaka-1-4.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_dhanaMjaya-dazarUpaka-1-4.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_dhanaMjaya-dazarUpaka-1-4.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_dhanaMjaya-dazarUpaka-1-4.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00415,Sanskrit,Sanskrit > Poetry > Chandas (prosody),Chandoviciti (input by Klaus Wille),Chandoviciti (input by Klaus Wille) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt),3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_chandoviciti.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_chandoviciti.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_chandoviciti.txt,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_chandoviciti.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_chandoviciti.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_chandoviciti.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_chandoviciti.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_chandoviciti.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00416,Sanskrit,Sanskrit > Poetry > Chandas (prosody),Jnanasrimitra: Vrttamalastuti (input by Michael Hahn),Jnanasrimitra: Vrttamalastuti (input by Michael Hahn) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt),3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_jJAnazrImitra-vRttamAlAstuti.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_jJAnazrImitra-vRttamAlAstuti.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_jJAnazrImitra-vRttamAlAstuti.txt,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_jJAnazrImitra-vRttamAlAstuti.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_jJAnazrImitra-vRttamAlAstuti.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_jJAnazrImitra-vRttamAlAstuti.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_jJAnazrImitra-vRttamAlAstuti.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_jJAnazrImitra-vRttamAlAstuti.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
