slug,title_hk,language,status,parent_slug,author_slug,collections,source_present,source_title,source_publisher,source_year,metadata_license,header_license_text,rights_class,detected_license,acquisition_eligible,xml_present,text_present,xml_bytes,text_bytes,xml_sha256,text_sha256,xml_parse_valid,tei_xml_id,identity_match,structurally_analyzable,div_count,top_level_div_count,lg_count,line_count,paragraph_count,xml_id_count,duplicate_xml_id_count,first_div_n,last_div_n,first_block_id,last_block_id,parse_error
turiyopanishat,तुरीयोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,तुरीयोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,4863,3959,2f29ad4e7774102507f73db74f559b068397f3e6372c6aa693fe705ffc927352,5851965355e01c8e21b5f2b36809f69a3aacd553d486e43065d865a7dfae26a6,True,turiyopanishat,True,True,0,0,1,3,3,1,0,,,,,
dvayopanishat,द्वयोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,द्वयोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,4001,3000,51656045374a28f88d0e5cbe95b11b01ddbf67e77f66c545bb86ab12a9ea666f,3bfdf5683a437ffae71d8cf1d7a8bb7ea7489aaddd31ededd6cd6bf301481cad,True,dvayopanishat,True,True,0,0,6,12,2,1,0,,,,,
niruktopanishat,निरुक्तोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,निरुक्तोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,7356,6381,3074ba7b800c3dd3ed1d8148f7e26e28f61593c7c117623ccb36e8ad956366d3,ab910ce53d2b2a789f359834d9b0418c76067be91d57bd2f0b8ddd0fc64c588c,True,niruktopanishat,True,True,0,0,3,6,5,1,0,,,,,
pindopanishat,पिण्डोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,पिण्डोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,3793,2756,1f52b63dade7d67b841083112d4569ba01855624bb3e93a8d46b56ebc3a00a21,b5067d41d12ddc05e5038ea052c90b70beccc2d089b514dee446a79812ae51bb,True,pindopanishat,True,True,0,0,8,17,0,1,0,,,,,
pranavopanishat,प्रणवोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,प्रणवोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,5401,4253,657c3bbaea6b344a306a561cfa5ca4ffd840f0656d4a31ae8c5ea3e191fa39d0,c0ecb2cf576008e7515b1e155b80ab9d765305ce6a6fde252fcc6ee22f866df0,True,pranavopanishat,True,True,0,0,13,26,1,1,0,,,,,
urdhvapundropanishat,ऊर्ध्वपुण्ड्रोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,ऊर्ध्वपुण्ड्रोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,6495,5553,59642feba662df217fbe5474b557b607d32f9bea80459e9a1dda9e53a1b3905a,868a776541c93c73f2b38c73f3271b0dfa62c8a545c78020cb8b7d9f1eec54dd,True,urdhvapundropanishat,True,True,0,0,3,6,3,1,0,,,,,
katyayanopanishat,कात्यायनोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,कात्यायनोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,4853,3979,9adf2fc7db1a8c9dbd385bcfb222210fe57f84e7631768a2189e9a724e1abdde,f3c2990829e23894a512a67fa80a41f4ce5e6b608021da73e9485bb09fb89b0b,True,katyayanopanishat,True,True,0,0,0,0,1,1,0,,,,,
gopicandanopanishat,गोपीचन्दनोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,गोपीचन्दनोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,16636,15158,364418e115e7c84ee392fcae18559bc95d3ceabe194cea2e933ab77433758e09,cb9d4c23f2f6e87db8ea3a65148516580c4bb1b8d376e7b6936c19e6b4de4bd3,True,gopicandanopanishat,True,True,0,0,22,45,9,1,0,,,,,
tulasyupanishat,तुलस्युपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,तुलस्युपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,8474,7274,60d1e275502be2e6c1f42256318148eb04656ce3347b8744eeb83ce1faf9a44f,625f54f484b9b670f746860475a3df0cd247955139abc7fb7a3c1201624c7859,True,tulasyupanishat,True,True,0,0,14,28,2,1,0,,,,,
naradopanishat,नारदोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,नारदोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,3931,3048,e093338d8d6ccbc0cb534e36b0f8dbb4e866b24601824663c2c295a46664494d,305d7b7362565e3e9475488d22fcf60fcf950ab9ed99c75018a3e2e9e85eec8d,True,naradopanishat,True,True,0,0,0,0,1,1,0,,,,,
svasamvedyopanishat,स्वसंवेद्योपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,स्वसंवेद्योपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,8047,7152,1df79a1875b916c29472eca83b5e5f0e635874fb11eb81ceb0047654913a7340,daed9864c2f28f3b6346f2710365ae95d762d84d34c9184a2e5f1916533c5859,True,svasamvedyopanishat,True,True,0,0,0,0,4,1,0,,,,,
nrsimhashatcakropanishat,नृसिंहषट्चक्रोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,नृसिंहषट्चक्रोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,8818,7843,92ceaf55811fd473fbebc15de9de87655b1fa8524e10d442af15813de29a4ece,a81efaea917832e024f7d91e4429386117d11d3de2994ff20810263adf14f7a4,True,nrsimhashatcakropanishat,True,True,0,0,0,0,8,1,0,,,,,
herambopanishat,हेरम्बोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,हेरम्बोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,7539,6349,c8a0a165cfd1b1687013657576244d99823671b93c99063dc284fd37ba7437b4,fb698dcdbaff48074d0d022549e61325831b3ce32305d02493049f1618530c10,True,herambopanishat,True,True,0,0,14,29,3,1,0,,,,,
allopanishat,अल्लोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,अल्लोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,5546,4610,76eb2d83e9963c669aebc091ad3d29cfc261a0f0dc638d316bac1c1323918c71,c82d8b4838fd91b825e1f25fd380d98b9d7c117cc6af1b24123dff893ef254c6,True,allopanishat,True,True,0,0,0,0,3,1,0,,,,,
kamarajakilitoddharopanishat,कामराजकीलितोद्धारोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,कामराजकीलितोद्धारोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,6050,5175,4e13bfb69049ec3ee2a87ff08bea6d403eeff477c90b7889a46c707145dd859e,bc664f40d250e1c5b815f01bf42ab6c86e274e87a7749a93a6d8c315043103cb,True,kamarajakilitoddharopanishat,True,True,0,0,0,0,5,1,0,,,,,
yajnopavitopanishat,यज्ञोपवीतोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,यज्ञोपवीतोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,3464,2541,75fab43c87a71fe65bd3186478ee93acb6a15d760c955e5889d7941e8cf2f0f5,162d9d8ba61c3fa12d5354f867be6f4901eefdaae04d409070bb8c8f5083fda9,True,yajnopavitopanishat,True,True,0,0,3,4,2,1,0,,,,,
mrtyulangulopanishat,मृत्युलाङ्गूलोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,मृत्युलाङ्गूलोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,4836,3892,ab658908f1cc6f08339ed61a743874c2b5d5d05e8ebae2faba3a95e1b2392035,28617e94ffb080dc8e4ea02282e3e9f560cac4279137f70722fa0550d2aa11cd,True,mrtyulangulopanishat,True,True,0,0,4,7,1,1,0,,,,,
rudropanishat,रुद्रोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,रुद्रोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,6963,6053,a822c59ac72bc2980c8a76cc67c7117727713b7538d41cdb5ca5e95c95fa8d90,506ea008d9243c4f76ee1617f185b03ca6395e1cc2c9d78cbaf8c5fefcf0af91,True,rudropanishat,True,True,0,0,0,0,3,1,0,,,,,
lingopanishat,लिङ्गोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,लिङ्गोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,11967,10618,cbdd59ee71cafee29ca9e58b0c1b291ed5561c89b065cf1c5d7d187537e16c02,0f9dd0f34edb1099aac76c8fcae500d788888efb0548246b7ad7d40dd641854a,True,lingopanishat,True,True,0,0,0,0,4,1,0,,,,,
vajrapanjaropanishat,वज्रपञ्जरोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,वज्रपञ्जरोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,8027,6421,86835c549efc1ce940bcb9294c89b3b7493aa361d5cd9e7fd1615a33db64dd92,69cd04d3f61f7f7f723590f0fea47c7c8645a37e7e6d9ecdefe292c2a5ef1d8c,True,vajrapanjaropanishat,True,True,0,0,3,8,6,1,0,,,,,
pranavopanishat-2,प्रणवोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,प्रणवोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,23174,21697,2494de9e01e575cdd7f274662807ab2e4dcd64cba2d92dbd24866436fb6abc74,85240158bad160303938721b5ef54e2e23d4b65a6e7c61caf01c0cd6a73c8380,True,pranavopanishat-2,True,True,0,0,1,2,7,1,0,,,,,
bashkalamantropanishat,बाष्कलमन्त्रोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,बाष्कलमन्त्रोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,11042,8408,de934afce8136842c82d9ef0e4b6cd0da5bb57c0578f88b08d830b6906b7cec8,03186f76933e1c41cc9c23a0811c777300fa55fca7c804377f2f4407e248c836,True,bashkalamantropanishat,True,True,0,0,25,52,0,1,0,,,,,
sadandopanishat,सदानन्दोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,सदानन्दोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,7817,5866,ead7fe0da5ae190c58e8ff1c68908945fc5842f1cb7f02195887ffab829a9107,353e814fcb02c672fc44868789142b9ec6e23742aa631b72a0215bcb94e5cc73,True,sadandopanishat,True,True,0,0,10,24,6,1,0,,,,,
shricakropanishat,श्रीचक्रोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,श्रीचक्रोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,4384,3035,68533d3aef95731ce91846407ec78b90da1368b077b1eb231ae4f42ddb21fe4b,01950bf49cdf7786566512619ab24046648b542cb19fb9dcb0ddcfe6106e86cf,True,shricakropanishat,True,True,0,0,1,2,2,1,0,,,,,
kalikopanishat,कालिकोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,कालिकोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,12055,10448,a76c46d0a123267f1d2062d2a3d040223685d850ec143fcc996658f1e4dc3381,4e7390339faadb060a7685592f9aca11020f8207bfaf43003b2a5f3b4471a60d,True,kalikopanishat,True,True,0,0,5,10,5,1,0,,,,,
atharvanadvitiyopanishat,आथर्वणद्वितीयोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,आथर्वणद्वितीयोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,28926,27371,da610226e22e06e29658ddfb594a51b5044ce85c0b65a14b84dd1498735051a8,f219dc713a7dedfaaf954524f9a2445e9614db4f3344dee92802ed43e526761b,True,atharvanadvitiyopanishat,True,True,0,0,1,1,2,1,0,,,,,
kalimedhadikshitopanishat,कालीमेधादीक्षितोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,कालीमेधादीक्षितोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,5542,4274,3c94b948c4d3587d1fe8510343b0adafe290ac3954955f2f64807179ba04cecd,1fc774270e38c3c2ef0bcb25687230ec24a3510a6a338925fa3198ee5928e94e,True,kalimedhadikshitopanishat,True,True,0,0,0,0,1,1,0,,,,,
pitambaropanishat,पीताम्बरोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,पीताम्बरोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,7834,6534,73783a525bca408efa9646536a9cbb628f1eafefbc7914223fd4e254768ccd84,e170e82556ed760e1ce24f1aacb89875226ec272759e1caec27d05a7ba2c4d3a,True,pitambaropanishat,True,True,0,0,0,0,1,1,0,,,,,
shodhopanishat,षोढोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,षोढोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,6370,5089,02cf47f7a8ea26f7409a768125887b67a6368c9d94418b33c4b1c7e67d815637,6c3aab5d7f26e582335c186ecf27c48f78dc8a3b6d1971dfdadf3766f615b38d,True,shodhopanishat,True,True,0,0,0,0,1,1,0,,,,,
sumukhyupanishat,सुमुख्युपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,सुमुख्युपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,6066,4785,8159bca3539cbd5efb21f6cbeeb200f49ac29ac5e403b9ef61fe509e2c08421b,550c5c74377bfca1baed947ef8037c6d4577fd771b2fd50969f01b5296bcc99c,True,sumukhyupanishat,True,True,0,0,0,0,1,1,0,,,,,
hamsashodhopanishat,हंसषोढोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,हंसषोढोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,5948,4667,363056785d078717336a4a2d36f8f365733374edc5a4f5795ba959c7d49e25ec,6768e78297f04d5ebd4c7cd841267fb26d21e606b67671e267a8b408b6703cd3,True,hamsashodhopanishat,True,True,0,0,0,0,1,1,0,,,,,
gayatryupanishat,गायत्र्युपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,गायत्र्युपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,7361,6080,51eb3294bc694007e74a05fcf8717328dc11ffcc5ddd9800ace15deff27c6458,d79ca4c12ef041e088df038adbe62412ea9f846a19dd0a93a09bcdab0e71b581,True,gayatryupanishat,True,True,0,0,0,0,1,1,0,,,,,
gayatrirahasyopanishat,गायत्रीरहस्योपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,गायत्रीरहस्योपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,18907,17570,e35a39e4bb148f1c2fcfba648446dbaba6749d3510568d3cd1c150728650755d,31975edd46a7b539b8c5a2d57feb779055ef19e72bb183a92c4e3eafb2e72c02,True,gayatrirahasyopanishat,True,True,0,0,0,0,5,1,0,,,,,
vishramopanishat,विश्रामोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,विश्रामोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,5210,3362,dd206f68316c8d2d019f0a82ffd5cf27967a24cc28d575545a6c3409028c5a6f,5d5cfd25ded999080c814a2dd6753d27bd2bb99d1bf85f8742aa4fece6767c30,True,vishramopanishat,True,True,0,0,11,22,0,1,0,,,,,
shrikrshnapurushottamasiddhantopanishat,श्रीकृष्णपुरुषोत्तमसिद्धान्तोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,श्रीकृष्णपुरुषोत्तमसिद्धान्तोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,7123,5675,7c2928654a251186a473d1407857a04515536bc859733598746d81261d200427,c65175f1ef0a1c1f6b78e03ab2534399e2b17349411ed8d0d2487650054b4cf6,True,shrikrshnapurushottamasiddhantopanishat,True,True,0,0,1,2,2,1,0,,,,,
radhopanishat,राधोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,राधोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,21915,19761,66789f35bcde0c834bd8dc5e0c91f48fb014d21b3d448cb316d59d9c9412eeb6,8958ca0ed9ddae124f56d905d01a6572563bf7a476f0fcfb69e2250a65d3ce37,True,radhopanishat,True,True,4,4,2,5,7,1,0,1,4,,,
parayanopanishat,पारायणोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,पारायणोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,5467,4186,af64bcc3bfbfd241311c5f8f234d6a9a6426dddc6cf48112e772d7df3cc54d47,cdff0feda54b724ee2aacd60e4ff515171109fc70d797493e17e6a8de67008fd,True,parayanopanishat,True,True,0,0,0,0,1,1,0,,,,,
bilvopanishat,बिल्वोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,बिल्वोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,12569,9663,93fa1f1565c126d1fe73dbfae884f5ad702e14d67fd15fa8d9dfcac2c1791762,a2fe29d7e68cf43531560fa76ad746912509b7201a09864f5f13c06122e4ff88,True,bilvopanishat,True,True,0,0,29,60,4,1,0,,,,,
shyamopanishat,श्यामोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,श्यामोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,6055,4774,318f1fe9cadef842eb75adc4d72017c719661a0c0f228db0f23912de7fc5024e,bc5495e221410d22571fcf3201ff3d94ba1fed01fe8c3b306389486928ba3fb5,True,shyamopanishat,True,True,0,0,0,0,1,1,0,,,,,
shrividyatarakopanishat,श्रीविद्यातारकोपनिषत्,sa,p1,,rshayah,anya-upanishadah,True,श्रीविद्यातारकोपनिषत्,आड्यार्पुस्तकालयः,1938,CC0 1.0,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,10318,8380,a5e51a02339c747f765ff7f8954f15910f27c99ee35be14d6a0e5c3e6045c8d5,56b40f392124c7abe8c5c7b8db36948fc942953da5dde2eb7e496add6292f20e,True,shrividyatarakopanishat,True,True,4,4,4,8,7,1,0,1,4,,,
