project_madurai_id,work_number,title,author,genre,language,pdf_urls,unicode_urls,agent_can_download_now,acquisition_route,public_use_status,permission_contact,next_action,catalogue_source_url
PM-499-0637,499,ஐந்திணை எழுபது,மூவாதியர் / அ. நடராசபிள்ளை விளக்க வுரை,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,Tamil,,,False,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-500-0638,500,தொல்காப்பியம் / பொருளதிகாரம்: அகத்திணையியல் (பாகம் 1)/பொருளதிகாரம்: புறத்திணையியல் (பாகம் 2),நச்சினார்கினியர் உரை,இலக்கணம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0500_01.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0500_02.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0500_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0500_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-501-0639,501,"காஞ்சிப் புராணம் / காண்டம் 2, பகுதி 4 / 5. தீர்த்தவிசேடப்படலம் (செய்யுள் 1067-1224)",கச்சியப்ப முனிவர்,புராணம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0501.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0501.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-502-0640,502,உதயணன் சரித்திரச் சுருக்கம் (பெருங்கதையைத் தழுவிய வசனம்),உ.வே. சாமிநாத அய்யர்,காப்பியம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0502.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0502.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-503-0641,503,பாண்டிமாதேவி (சரித்திர நாவல் / 3 பாகங்கள்),தீபம் நா. பார்த்தசாரதி,சரித்திர நாவல்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0503_01.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0503_02.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0503_03.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0503_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0503_02.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0503_03.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-504-0642,504,பாரதம் (பொழிப்புரையுடன்),எம். முகுந்தன் (தொகுப்பு)/ ம. இராஜாராம் (மொழிபெயர்ப்பு),காப்பியம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0504.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0504.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-505-0643,505,மலைபடுகடாம் - மூலமும் நச்சினார்கினியர் உரையும்,கபிலர் / உ.வே. சாமிநாத அய்யர் (தொகுப்பு),சங்ககாலம் - பத்துப்பாட்டு,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0505.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0505.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-506-0644,506,பொருநராற்றுப்படை - மூலமும் நச்சினார்கினியர் உரையும்,முடத்தமக் கண்ணியார் / உ.வே. சாமிநாத அய்யர் (தொகுப்பு),சங்ககாலம் - பத்துப்பாட்டு,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0506.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0506.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-507-0645,507,குண்டலகேசி (காப்பியம்),பொ.வே. சோமசுந்தரனார் (விளக்கவுரை),காப்பியம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0507.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0507.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-508-0646,508,யசோதர காவியம் - மூலமும் - பாகம் 1; 2,ஔவை துரைசாமி பிள்ளை (உரை ),காப்பியம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0508_01.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0508_02.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0508_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0508_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-509-0647,509,சீவக சிந்தாமணி - சுருக்கம் - உரைக் குறிப்புக்களுடன்,ஔவை துரைசாமிப்பிள்ளை (தொகுப்பு),காப்பியம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0509_01.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0509_02.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0509_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0509_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-510-0648,510,குன்றைக்குடி மயூரகிரிநாதர் பிள்ளைத்தமிழ்,மழவைராயனேந்தல் சுப்பிரமணிய பாரதியார்,பிரபந்தம் - பிள்ளைத்தமிழ்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0510.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0510.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-511-0649,511,திருமாலிருஞ் சோலைமலை அழகர் பிள்ளைத் தமிழ்,காளருத்திரர்,பிரபந்தம் - பிள்ளைத்தமிழ்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0511.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0511.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-512-0650,512,நாலாயிர திவ்ய பிரபந்தம் - ஆங்கில மொழிபெயர்ப்பு (மூல பாசுரங்களுடன்)- பாகம் 1; 2 (பாசுரங்கள் 1 - 947),கௌசல்யா ஹார்ட்,சமயம் - வைணவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0512_01.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0512_02.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0512_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0512_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-513-0651,513,சைவ வினாவிடை (புத்தகம் 1; 2),ஆறுமுக நாவலர்,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0513.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0513.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-514-0652,514,அங்கே இப்போ என்ன நேரம் (கட்டுரைகள்) - பாகம் 1; 2,அ. முத்துலிங்கம்,கட்டுரைகள்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0514_01.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0514_02.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0514_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0514_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-515-0653,515,பிங்கல நிகண்டு (பிங்கலந்தை) (1-2310),பிங்கலமுனிவர்,நிகண்டு,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0515_01.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0515_02.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0515_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0515_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-516-0654,516,தொல்காப்பியம் / எழுத்ததிகாரம்,நச்சினார்கினியர் உரை,இலக்கணம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0516_01.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0516_02.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0516_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0516_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-517-0655,517,திருவாய்மொழி ((பிரபந்த பாசுரங்கள் 2791 - 3892),நம்மாழ்வார் / கௌசல்யா ஹார்ட்,சமயம் - வைணவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0517_01.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0517_02.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0517_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0517_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-518-0656,518,நாலடியார் மூலமும் விளக்கமும்,மகாதேவ முதலியார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0518.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0518.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-519-0657,519,வேருக்கு நீர்,ராஜம் கிருஷ்ணன்,நாவல் - புதினம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0519.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0519.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-520-0658,520,"காஞ்சிப் புராணம் / காண்டம் 2, பகுதி 5 (1226-1680) / பன்னிரு நாமப்படலம்",கச்சியப்ப முனிவர்,புராணம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0520.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0520.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-521-0659,521,பிங்கல நிகண்டு (பிங்கலந்தை),பிங்கலமுனிவர்,நிகண்டு,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0521_01.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0521_02.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0521_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0521_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-522-0660,522,"ஞானவந்தாதி, நான்மணிமாலை",குமாரசாமி முனிவர்,"பிரபந்தம் - அந்தாதி , பிரபந்தம்- மாலை",Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0522.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0522.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-523-0661,523,"அகநானூறு: பாகம் 2a & 2b செய்யுள் 121-300, நாட்டார் விளக்கவுரைகளுடன்","நாவலர், ந.மு. வேங்கடசாமி நாட்டார்",சங்ககாலம் – எட்டுத்தொகை,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0523_01.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0523_02.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0523_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0523_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-524-0662,524,ஜெயங்கொண்டார் சதகம்,முத்தப்பச் செட்டியார்,பிரபந்தம் - சதகம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0524.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0524.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-525-0663,525,சிந்தா நதி (நினைவலைகள்),லா. ச. ராமாமிருதம்,வரலாற்றுக் கட்டுரைகள்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0525.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0525.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-526-0664,526,சேக்கிழார் : ஆராய்ச்சி நூல்,மா. இராசமாணிக்கனார்,ஆராய்ச்சிக் கட்டுரைகள்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0526.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0526.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-527-0665,527,"காஞ்சிப் புராணம் / காண்டம் 2, பகுதி 6 / 8. இருபத்தெண்டளிப் படலம் (செய்யுள் 1681-2113)",கச்சியப்ப முனிவர்,புராணம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0527.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0527.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-528-0666,528,சைவ சமயம் (கட்டுரைகள்),மா. இராசமாணிக்கனார்,ஆராய்ச்சிக் கட்டுரைகள்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0528.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0528.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-529-0667,529,"பகவத் கீதை- பாரதியார் முன்னுரை, விளக்க உரை",சி. சுப்ரமணிய பாரதியார்,"உரை, கட்டுரைகள்",Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0529.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0529.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-530-0668,530,தமிழர் நாட்டுப் பாடல்கள் - பாகம் 1& 2,தொகுப்பாசிரியர்: நா. வானமாமலை,நாட்டுப் பாடல்கள்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0530_01.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0530_02.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0530_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0530_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-531-0669,531,புற நானூறு - மூலமும் விளக்க உரையும்,ஔவை துரைசாமி பிள்ளை,சங்ககாலம் – எட்டுத்தொகை,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0531_01.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0531_02.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0531_03.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0531_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0531_02.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0531_03.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-532-0670,532,பாரதியும் உலகமும்,ம. ப. பெரியசாமித் தூரன்,கட்டுரைகள்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0532.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0532.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-533-0671,533,அபிதா (நாவல்),லா. ச. ராமாமிருதம்,நாவல் - புதினம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0533.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0533.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-534-0672,534,"அகநானூறு:பாகம் 3, செய்யுள் 301- 400, மூலமும் விளக்க உரையும்",ந.மு. வேங்கடசாமி நாட்டார்,சங்ககாலம் – எட்டுத்தொகை,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0534.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0534.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-535-0673,535,சிரிக்கும் பூக்கள் (பாடல்கள் தொகுப்பு),அழ.வள்ளியப்பா,குழந்தைப் பாடல்கள்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0535.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0535.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-536-0674,536,கதைக் கொத்து,சி. சுப்ரமணிய பாரதியார்,சிறுகதைகள் தொகுப்பு,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0536.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0536.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-537-0675,537,ஜனனி (சிறுகதைத் தொகுதி),லா. ச. இராமாமிருதம்,சிறுகதைகள் தொகுப்பு,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0537.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0537.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-538-0676,538,நீலகேசி,,காப்பியங்கள்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0538.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0538.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-539-0677,539,இராமாயணம் /4. கிட்கிந்தா காண்டம் (இரண்டாம் பகுதி) /படலங்கள் 8-16,கம்பர்,இதிகாசம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0539.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0539.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-540-0678,540,வாஷிங்டனில் திருமணம்,சாவி (சா.விஸ்வநாதன்),புதினம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0540.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0540.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-541-0679,541,"இராமாயணம் /5. சுந்தர காண்டம் ( பகுதி 1, 2) /படலங்கள் 1-15",கம்பர்,இதிகாசம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0541_01.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0541_02.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0541_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0541_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-542-0680,542,கட்டுரைகள் -தொகுப்பு - 1,சி. சுப்ரமணிய பாரதியார்,கட்டுரைகள்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0542.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0542.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
